1721437002280197, 40.999996, -1.6
1721437002330254, 41.0001, -1.6
1721437002380259, 41.3801, 6
1721437002430192, 41.6801, 4.4
1721437002480193, 41.9001, 2.8000002
1721437002530194, 42.0401, 1.2000002
1721437002580240, 42.1001, -0.39999986
1721437002630199, 42.0801, -1.9999999
1721437002680201, 41.980103, -3.6
1721437002730196, 41.800102, -5.2
1721437002780192, 41.540104, -6.7999997
1721437002830195, 41.200104, -8.4
1721437002880193, 41.0001, -1.6
1721437002930192, 41.3801, 6
1721437002980198, 41.6801, 4.4
1721437003030195, 41.9001, 2.8000002
1721437003080261, 42.0401, 1.2000002
1721437003130255, 42.1001, -0.39999986
1721437003180251, 42.0801, -1.9999999
1721437003230192, 41.980103, -3.6
1721437003280257, 41.800102, -5.2
1721437003330246, 41.540104, -6.7999997
1721437003380270, 41.200104, -8.4
1721437003430244, 41.0001, -1.6
1721437003480273, 41.3801, 6
1721437003530194, 41.6801, 4.4
1721437003580195, 41.9001, 2.8000002
1721437003630206, 42.0401, 1.2000002
1721437003680191, 42.1001, -0.39999986
1721437003730207, 42.0801, -1.9999999
1721437003780206, 41.980103, -3.6
1721437003830203, 41.800102, -5.2
1721437003880193, 41.540104, -6.7999997
1721437003930196, 41.200104, -8.4
1721437003980204, 41.0001, -1.6
1721437004030198, 41.3801, 6
1721437004080203, 41.6801, 4.4
1721437004130197, 41.9001, 2.8000002
1721437004180197, 42.0401, 1.2000002
1721437004230259, 42.1001, -0.39999986
1721437004280262, 42.0801, -1.9999999
1721437004330220, 41.980103, -3.6
1721437004380224, 41.800102, -5.2
1721437004430206, 41.540104, -6.7999997
1721437004480261, 41.200104, -8.4
1721437004530324, 41.0001, -1.6
1721437004580198, 41.3801, 6
1721437004630191, 41.6801, 4.4
1721437004680198, 41.9001, 2.8000002
1721437004730192, 42.0401, 1.2000002
1721437004780194, 42.1001, -0.39999986
1721437004830202, 42.0801, -1.9999999
1721437004880231, 41.980103, -3.6
1721437004930198, 41.800102, -5.2
1721437004980193, 41.540104, -6.7999997
1721437005030197, 41.200104, -8.4
1721437005080198, 41.0001, -1.6
1721437005130195, 41.3801, 6
1721437005180196, 41.6801, 4.4
1721437005230193, 41.9001, 2.8000002
1721437005280191, 42.0401, 1.2000002
1721437005330206, 42.1001, -0.39999986
1721437005380190, 42.0801, -1.9999999
1721437005430190, 41.980103, -3.6
1721437005480190, 41.800102, -5.2
1721437005530194, 41.540104, -6.7999997
1721437005580189, 41.200104, -8.4
1721437005630222, 41.0001, -1.6
1721437005680190, 41.3801, 6
1721437005730191, 41.6801, 4.4
1721437005780198, 41.9001, 2.8000002
1721437005830189, 42.0401, 1.2000002
1721437005880194, 42.1001, -0.39999986
1721437005930190, 42.0801, -1.9999999
1721437005980196, 41.980103, -3.6
1721437006030193, 41.800102, -5.2
1721437006080191, 41.540104, -6.7999997
1721437006130193, 41.200104, -8.4
1721437006180193, 41.0001, -1.6
1721437006230191, 41.3801, 6
1721437006280198, 41.6801, 4.4
1721437006330229, 41.9001, 2.8000002
1721437006380199, 42.0401, 1.2000002
